,Reviews,Ratings
2291,"ill considered , unholy hokum",0
2292,it 's just merely very bad,0
2293,a flick about our infantilized culture that is n't entirely infantile,1
2294,"rymer does n't trust laughs and does n't conjure proper respect for followers of the whole dead undead genre , who deserve more from a vampire pic than a few shrieky special effects",0
2295,trying to make head or tail of the story in the hip hop indie snipes is enough to give you brain strain and the pay off is negligible,0
2296,the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard,1
2297,"this toothless dog , already on cable , loses all bite on the big screen",0
2298,"this rich , bittersweet israeli documentary , about the life of song and dance man pasach ` ke burstein and his family , transcends ethnic lines",1
2299,"boll uses a lot of quick cutting and blurry step printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect",0
2300,this 90 minute dud could pass for mike tyson 's e !,0
2301,a generic family comedy unlikely to be appreciated by anyone outside the under 10 set,0
2302,"an amateurish , quasi improvised acting exercise shot on ugly digital video",0
2303,the very simple story seems too simple and the working out of the plot almost arbitrary,0
2304,the elements were all there but lack of a pyschological center knocks it flat,0
2305,"exactly what its title implies lusty , boisterous and utterly charming",1
2306,"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip",0
2307,cherish is a dud a romantic comedy that 's not the least bit romantic and only mildly funny,0
2308,"heartwarming here relies less on forced air than on petter n ss ' delicate , clever direction and a wonderful , imaginative script by axel hellstenius",1
2309,"let 's see , a haunted house , a haunted ship , what 's next ghost blimp ?",0
2310,"with its paint fights , motorized scooter chases and dewy eyed sentiment , it 's a pretty listless collection of kid movie clich s",0
2311,"based on dave barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story",1
2312,what 's missing is what we call the ` wow ' factor,0
2313,"normally , rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable",0
2314,"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have",0
2315,"you watch for that sense of openness , the little surprises",1
2316,"the urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative",1
2317,"the abiding impression , despite the mild hallucinogenic buzz , is of overwhelming waste the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here",0
2318,"it throws quirky characters , odd situations , and off kilter dialogue at us , all as if to say , `` look at this !",1
2319,alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise,1
2320,"a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy",1
2321,"of all the halloween 's , this is the most visually unappealing",0
2322,"light , silly , photographed with colour and depth , and rather a good time",1
2323,it 's refreshing to see a romance this smart,1
2324,"sodden and glum , even in those moments where it 's supposed to feel funny and light",0
2325,"with nary a glimmer of self knowledge , lrb crane rrb becomes more specimen than character and auto focus remains a chilly , clinical lab report",0
2326,nothing about the film with the possible exception of elizabeth hurley 's breasts is authentic,0
2327,a manically generous christmas vaudeville,1
2328,the powder blues and sun splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly dancing clubs,1
2329,"with dickens ' words and writer director douglas mcgrath 's even toned direction , a ripping good yarn is told",1
2330,"i approached the usher and said that if she had to sit through it again , she should ask for a raise",0
2331,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,1
2332,"the film is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and stage adaptations of the work",1
2333,"these three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people",1
2334,"smart and alert , thirteen conversations about one thing is a small gem",1
