,text,lbl_index,labels
4012,In what year was the Ecomagination initiative introduced by GE?,8,date
4013,In what year was the first automatic revolver invented?,8,date
4014,Which year brought the end to silver being in dimes and quarters?,8,date
4015,What year was the first Terminator movie released?,8,date
4016,What year was the movie Frozen released?,8,date
4017,In what year was TCM realeased?,8,date
4018,"What is November 19, 1974 celebrated as?",10,event
4019,What is October 11?,7,def
4020,On what day did the 1975 constitutional crisis deadlock end?,8,date
4021,When was James Bruce born?,8,date
4022,When was Dewey born?,8,date
4023,What year was Harper Lee born?,8,date
4024,What book did Shakespeare write?,1,cremat
4025,In what season in areas observing permanent daylight saving time will it stay dark the latest in the morning?,8,date
4026,What season starts on November 30th?,8,date
4027,"What calendar was last used on Friday, October 15 1582?",14,other
4028,On what day of the week are Star of the Year films aired?,8,date
4029,What was the previous day's date by the Julian calendar?,8,date
4030,In what year was the Legion of the United States established?,8,date
4031,When did US marines land in Lebanon?,8,date
4032,The U.S. Army invaded Iraq in what year?,8,date
4033,The U.S. Army invaded Iraq in what year?,8,date
4034,What year did the  European country invade Iraq?,8,date
4035,Which country did Iraq invade in 1990?,18,country
4036,What was the cover date on Marvel Comics #1?,8,date
4037,When were comics first published under the label Marvel Magazine?,8,date
4038,In what year was The Times' travel magazine first sold?,8,date
4039,When did Hegel die?,8,date
4040,When did Bernard of Clairvaux die?,8,date
4041,When did Giotto die?,8,date
4042,In what year was Franklin D. Roosevelt made president?,8,date
4043,In what year was U.S. President Woodrow Wilson first elected?,8,date
4044,Which year was Eisenhower elected President?,8,date
4045,The first Olympic games was recorded in what year?,8,date
4046,On what date did the Summer Olympics start in 2012?,8,date
4047,The Olympics were last held in ancient Greece in what year? ,8,date
4048,In what year was Muhammed Jasa born?,8,date
4049,When did Ibn Tufail live?,8,date
4050,When was Umar ibn Abd al-Aziz born?,8,date
4051,In what year did the movie Plunkett & Macleane release?,8,date
4052,What year was the first Terminator movie released?,8,date
4053,What year was the movie Frozen released?,8,date
4054,Which war was the cannon used in prior to this event?,10,event
4055,In what year was the first automatic revolver invented?,8,date
4056,When was the original Code of Canon Law published?,8,date
4057,When did the domestication of sheep first appear in the Middle East?,8,date
4058,When can the Berber be dated back to?,8,date
4059,When was the greylag goose domesticated by the Romans?,8,date
4060,What year did KIPP Reach College Preparatory School win the National Blue Ribbon Award?,8,date
4061,In which year did Popper win the Karl Renner Prize?,8,date
4062,In what year did Harrison Birtwistle receive the Sir title?,8,date
4063,When was the Battle of Agincourt?,8,date
4064,In what year was the Battle of the Ulster?,8,date
4065,When was the Battle of Mantinea?,8,date
4066,In what year did Pope Julius die?,8,date
4067,What was the date of an attempted assasination on Napoleon?,8,date
4068,In what year did Josip Broz Tito die?,8,date
4069,"What time does ""Stars of the Year"" air?",8,date
4070,"Along with March, what month has the fastest winds on average?",8,date
4071,What month in New York City is the coldest?,8,date
4072,When did the first public HDTV broadcast happen in the US?,8,date
4073,When was the Somali National Television station first launched?,8,date
4074,When did the first radio stations appear?,8,date
4075,What year did the Cape Times (South Africa) start?,8,date
4076,When was the Arab-Israeli War launched?,8,date
4077,In what year was the Central African Republic created?,8,date
4078,The first Olympic games was recorded in what year?,8,date
4079,The Olympics were last held in ancient Greece in what year? ,8,date
4080,On what date did the Summer Olympics start in 2012?,8,date
4081,What year was stereo sound patented? ,8,date
4082,When did the United States Patent and Trademark Office grant Foster's patent?,8,date
4083,In what year was the liquidation of the Patent Clarmac Company?,8,date
4084,By which year will Christianity no longer be the world's largest religion?,8,date
4085,When did Millennium Stadium open?,8,date
4086,Through which year will Christianity remain the world's smallest religion?,8,date
4087,When was the Guggenheim built?,8,date
4088,When was the construction of Wells Cathedral in England begun?,8,date
4089,When was the Bell Telephone Memorial constructed?,8,date
4090,When was John born?,8,date
4091,When was Friedrich Engels born? ,8,date
4092,When was William James born?,8,date
4093,When did aerobic gymnastics begin?,8,date
4094,When were the first mechanical clocks created?,8,date
4095,In what year was steam turbines invented?,8,date
4096,In what century did saloons become established?,8,date
4097,In what year was the first hybrid locomotive introduced onto the market?,8,date
4098,In what year was the first iPod released?,8,date
4099,On which dates did La Semaine Sanglante occur in Paris?,8,date
4100,On what date did bombs go off at the Boston marathon?,8,date
4101,When did the torch relay in Paris occur?,8,date
4102,When did the first public HDTV broadcast happen in the US?,8,date
4103,When did the first radio stations appear?,8,date
4104,In what year did daily news broadcasts in Sankrit begin on state-run All India Radio?,8,date
4105,On what day was the first atomic blast?,8,date
4106,When did the US officially enter World War II?,8,date
4107,What year did the US enter World War I?,8,date
4108,When did wars between Britain and France in North America start?,8,date
4109,In what year did the war begin?,8,date
4110,When did France enter the American Revolution war?,8,date
4111,When did Emperor Yohannes II die?,8,date
4112,At what time did Paul VI die?,8,date
4113,"When did the Hongguang Emperor leave Nanjing, having been defeated?",8,date
4114,When did Tennessee officially vote to secede?,8,date
4115,In what year was Croatia admitted to the European Union?,8,date
4116,When was Southwestern elected to the Association of American Universities?,8,date
4117,When did the Great Depression start?,8,date
4118,When did the recession start?,8,date
4119,During what decade did Melbourne suffer a sever economic depression?,8,date
4120,When did the Berlin Wall get torn down?,8,date
4121,When was Brussels Town Hall built?,8,date
4122,When was the the fort of Yuecheng built?,8,date
4123,When did the Berlin Wall get torn down?,8,date
4124,When was the the fort of Yuecheng built?,8,date
4125,In what year was the fortification later known as Drake's Fort constructed?,8,date
4126,When did Manny Ramirez get his 165 RBI?,8,date
4127,When did Kerry Wood strike out 20 batters against Houston?,8,date
4128,"When did the Cubs record their 10,000 regular-season win?",8,date
4129,In what year did Charles and Diana finally get divorced?,8,date
4130,When did Queen Victoria get married?,8,date
4131,"When was the formal funeral of Diana, Prince of Wales?",8,date
4132,What year was the federal civil rights legislation overturned?,8,date
4133,In what year was the the government of the United States established?,8,date
4134,"When did black Baptists began to organize separate churches, associations and mission agencies?",8,date
4135,When was the football league founded? ,8,date
4136,When did the Football League begin in England?,8,date
4137,When was FIFA founded?,8,date
4138,When did the Berlin Wall get torn down?,8,date
4139,When was the the fort of Yuecheng built?,8,date
4140,When was Brussels Town Hall built?,8,date
4141,In what year did Summer Under the Stars first appear?,8,date
4142,In which year did the Bible first arrive in Colonial America?,8,date
4143,When are grapes first mentioned in the Bible?,8,date
4144,On what day was the first atomic blast?,8,date
4145,In what year didn't the discovery of uranium occur?,8,date
4146,What year was an atomic bomb detonated near the island?,8,date
4147,When did the Great Fire of London occur?,8,date
4148,When did the conflict between Judeans and Greeks erupt?,8,date
4149,What was the name of the volcanoes?,14,other
4150,When did the Berlin Wall get torn down?,8,date
4151,When was the the fort of Yuecheng built?,8,date
4152,In what year did Barcelona begin the construction of a new stadium?,8,date
4153,In what year did World War I start?,8,date
4154,When did the First World War begin?,8,date
4155,In what year did World War II begin?,8,date
4156,In which year did Martin Luther King Jr. give a speech in Detroit?,8,date
4157,When was Friedrich Engels born? ,8,date
4158,When was Martin Bucer born?,8,date
4159,In what period did film versions of Inner Sanctum Mysteries appear?,8,date
4160,Which time period is considered the golden age of Greek cinema? ,8,date
4161,What historic era did the Fantastic Four initially inhabit?,10,event
4162,In what year did Pope Julius die?,8,date
4163,On what date did William V die?,8,date
4164,In what year did George VI die?,8,date
4165,When did Hubert Walter die?,8,date
4166,When did William James die?,8,date
4167,When did Prince Albert die?,8,date
4168,When was the Arab-Israeli War launched?,8,date
4169,When did Israel join the OECD?,8,date
4170,When did they migrate to Israel?,8,date
4171,What year was the confederacy defeated?,8,date
4172,How long did the English Civil War last?,27,period
4173,When did civil war end in Congo?,8,date
4174,Before what year was Cubism considered the most innovative? ,8,date
4175,What was the name of the 1907 Cubist sculpture Picassos created?,1,cremat
4176,In what year was the grand opening of the Museum for African Art on 110th Street?,8,date
4177,In what year did the BAFTA awards start?,8,date
4178,On what day are repeats of 31 Days of Oscar shown?,8,date
4179,What StudioCanal film received an Academy Award nomination?,1,cremat
4180,When did the war end?,8,date
4181,What year did the Korean War start?,8,date
4182,In what year was South-East Asia war?,8,date
4183,On what date does the Catholic Church celebrate the Feast of the Assumption?,8,date
4184,What year was Smith born?,8,date
4185,Who was the first to predict Jesus's birth?,4,ind
4186,After what year did Jean-Jacques Rousseau die?,8,date
4187,When did Locke publish his ideas?,8,date
4188,When did Giotto die?,8,date
4189,Where was George Rogers Clark from?,14,other
4190,When was James Bruce born?,8,date
4191,When was Dewey born?,8,date
4192,When did the Great Fire of London occur?,8,date
4193,What is the worlds most active volcano?,14,other
4194,What year was an atomic bomb detonated near the island?,8,date
4195,When did Manny Ramirez get his 165 RBI?,8,date
4196,When was James Bruce born?,8,date
4197,When was Dewey born?,8,date
4198,On what date was the USSR dissolved?,8,date
4199,When did the Soviet Union break up?,8,date
4200,When did the Soviet Empire break up?,8,date
4201,When was the first criminal part of copyright law in the U.S. added?,8,date
4202,When did Jewish law recognize copyright?,8,date
4203,In what year was the the government of the United States established?,8,date
4204,When was James Bruce born?,8,date
4205,What year was Harper Lee born?,8,date
4206,Where was George Rogers Clark from?,14,other
